,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
21140,40911,15672640,Ndubueze,685.0,France,Male,39.0,2,122528.65,1,1,0,78941.59,0
21141,151938,15670889,Hao,590.0,France,Male,41.0,9,93955.83,1,1,0,131712.54,0
21142,148325,15691387,Hsing,603.0,France,Female,51.0,0,115409.6,2,0,1,172601.62,1
21143,110591,15803846,Tsao,650.0,Germany,Male,39.0,1,122947.92,1,0,1,149474.69,1
21144,117352,15581811,Davison,778.0,France,Male,29.0,1,0.0,2,1,1,138145.62,0
21145,118441,15652048,Oluchukwu,655.0,France,Female,40.0,9,69423.52,1,1,1,158887.09,0
21146,27630,15641310,Chizuoke,649.0,France,Female,62.0,9,0.0,1,1,1,142331.39,0
21147,84794,15752508,Nwabugwu,620.0,France,Male,28.0,0,0.0,2,1,1,91903.9,0
21148,66115,15618446,Nnonso,697.0,Spain,Female,42.0,8,0.0,2,1,1,57802.62,0
21149,39241,15657565,Nwokezuike,629.0,Spain,Female,39.0,6,0.0,1,0,0,73882.49,1
21150,41062,15661708,Ting,677.0,France,Male,36.0,4,0.0,2,1,1,60536.56,0
21151,53374,15577178,Nwokeocha,635.0,France,Male,32.0,1,84496.22,1,1,1,92351.12,0
21152,158554,15593683,Fiorentini,669.0,Spain,Male,34.0,10,0.0,2,1,1,126561.89,0
21153,72133,15585599,Iadanza,613.0,France,Male,31.0,9,0.0,2,1,1,137098.51,0
21154,111553,15752915,Hsueh,588.0,France,Male,42.0,5,0.0,2,1,1,181270.84,0
21155,153997,15636595,Beale,425.0,France,Male,34.0,4,0.0,2,0,0,197226.32,0
21156,39447,15624423,Rizzo,611.0,Germany,Male,37.0,9,118715.53,2,1,1,159677.25,0
21157,89938,15720968,Young,578.0,Germany,Female,27.0,2,130274.26,2,1,0,147533.09,0
21158,89887,15705860,Obielumani,705.0,France,Male,42.0,8,135219.57,1,1,0,121085.72,0
21159,23661,15766289,Teng,804.0,France,Female,34.0,7,0.0,2,1,1,98949.85,0
21160,130682,15671249,Ni,743.0,Spain,Female,33.0,2,0.0,1,1,1,101057.88,1
21161,97895,15753547,Lucchesi,607.0,France,Male,28.0,6,0.0,2,1,1,172967.43,0
21162,118412,15607986,Wilson,498.0,Spain,Female,37.0,2,0.0,2,0,0,135795.53,0
21163,21267,15591386,Iweobiegbunam,610.0,France,Female,48.0,8,0.0,1,1,0,63908.38,0
21164,83290,15746028,Teng,693.0,Germany,Female,26.0,1,97331.19,1,1,0,60728.89,0
21165,56332,15815131,Howells,617.0,Spain,Male,36.0,7,115617.24,1,1,1,71519.4,0
21166,152726,15671930,Kao,757.0,France,Male,45.0,2,0.0,2,1,1,158937.55,0
21167,105436,15604732,Milani,483.0,France,Male,60.0,1,0.0,1,0,0,136356.97,1
21168,41944,15794493,Chimaijem,641.0,Spain,Female,32.0,7,0.0,2,1,1,24267.28,0
21169,152059,15593501,Martin,558.0,Spain,Female,33.0,4,0.0,2,0,1,103914.4,0
21170,35746,15734850,Hsia,719.0,France,Male,33.0,2,0.0,2,0,1,181224.64,0
21171,125918,15592994,Hsia,759.0,France,Male,34.0,7,0.0,2,1,0,56794.08,0
21172,5074,15798854,Nwokezuike,743.0,France,Male,52.0,7,0.0,1,1,0,147822.15,1
21173,151980,15582519,Seleznyov,479.0,France,Male,47.0,6,121797.09,1,0,1,5811.9,0
21174,59097,15609623,Ogbonnaya,756.0,France,Male,33.0,3,144427.96,2,1,0,113845.19,0
21175,102060,15806913,Bischof,696.0,France,Male,38.0,9,0.0,2,1,1,182787.17,0
21176,36054,15570091,Iloerika,705.0,France,Male,39.0,9,114719.56,1,0,1,106095.79,0
21177,84297,15666926,Okorie,535.0,Germany,Male,44.0,5,118560.1,1,1,1,131434.17,0
21178,1305,15644621,Alekseyeva,597.0,Germany,Female,22.0,7,106756.01,1,1,0,151169.83,1
21179,31441,15586517,Pagnotto,686.0,France,Female,32.0,3,0.0,2,1,0,69636.97,0
21180,34587,15793879,Ugochukwu,613.0,France,Female,37.0,1,0.0,2,1,1,107820.09,0
21181,147968,15585067,Onyekaozulu,727.0,Germany,Female,38.0,1,103700.69,1,0,1,131660.31,1
21182,113854,15680234,Bray,667.0,Germany,Male,27.0,2,138032.15,2,1,0,166317.71,0
21183,106334,15622444,Onyemauchechukwu,710.0,France,Female,29.0,10,76651.56,1,1,0,138320.44,0
21184,146158,15581689,Kornilova,673.0,France,Male,31.0,0,0.0,2,1,0,168085.97,0
21185,97999,15805882,Pisano,632.0,France,Male,28.0,8,132838.07,1,1,1,177738.98,0
21186,115223,15786855,Chukwuhaenye,733.0,France,Female,29.0,4,0.0,2,1,0,28188.83,0
21187,67332,15791501,Read,746.0,France,Male,32.0,8,0.0,2,1,1,161133.4,0
21188,154915,15656912,Yobachi,730.0,Spain,Male,41.0,6,0.0,2,1,1,158032.5,0
21189,32960,15655859,Hs?,564.0,Spain,Female,64.0,1,0.0,2,1,1,147422.44,0
21190,79653,15636684,Aparicio,754.0,France,Female,57.0,2,95120.59,2,1,0,138700.75,1
21191,107254,15679663,Toscani,632.0,France,Male,39.0,4,0.0,1,0,1,199953.33,1
21192,25838,15593094,Ibezimako,739.0,France,Female,42.0,1,0.0,1,0,0,84460.18,1
21193,72218,15623644,Frolov,623.0,Spain,Male,29.0,7,0.0,2,0,0,49361.84,0
21194,56597,15658946,Hsu,652.0,Germany,Male,47.0,2,123873.19,1,1,0,120512.08,1
21195,118427,15808566,P'eng,696.0,France,Male,26.0,9,0.0,2,1,1,127528.84,0
21196,144449,15752573,Ugonnatubelum,714.0,France,Male,35.0,1,0.0,2,1,0,159654.0,0
21197,107984,15654733,Milne,794.0,France,Male,52.0,1,0.0,2,0,1,93336.3,0
21198,25060,15635792,Onyekachukwu,614.0,France,Female,31.0,7,0.0,1,1,0,163799.71,1
21199,34418,15807989,Nebechukwu,678.0,France,Male,38.0,2,0.0,1,0,1,160979.66,0
21200,144418,15617252,Udinesi,645.0,France,Female,54.0,6,0.0,1,1,1,156792.89,1
21201,162433,15742338,Iloerika,812.0,Germany,Female,24.0,2,97440.92,1,1,1,120830.83,0
21202,5600,15656597,K?,562.0,France,Female,34.0,1,166833.86,1,1,0,181490.42,0
21203,104537,15703749,Walker,661.0,France,Female,35.0,9,0.0,2,1,1,179913.95,0
21204,25977,15806049,Hs?,762.0,France,Female,32.0,8,0.0,2,1,0,183569.25,0
21205,35127,15696852,Tsai,531.0,France,Male,30.0,3,0.0,2,0,0,142287.65,0
21206,21265,15699450,Lo,632.0,Spain,Male,26.0,7,0.0,2,0,0,99298.8,0
21207,9580,15636423,Tuan,682.0,France,Female,40.0,5,0.0,1,1,1,30114.32,1
21208,145471,15694518,Piazza,794.0,Spain,Male,35.0,3,140197.3,1,1,1,109529.67,0
21209,31453,15764604,Yuryeva,624.0,France,Male,41.0,8,102994.04,1,1,0,152097.02,0
21210,75585,15798200,Miah,707.0,France,Female,25.0,0,0.0,1,1,1,147758.51,0
21211,70210,15641715,Ts'ui,599.0,Spain,Male,34.0,8,0.0,2,1,0,174196.68,0
21212,94563,15731267,Nkemjika,628.0,France,Male,33.0,9,122338.21,3,0,0,173940.59,1
21213,12369,15762729,Cattaneo,729.0,Germany,Male,34.0,5,123845.36,2,0,0,49829.8,0
21214,13664,15568876,T'ien,775.0,France,Male,28.0,2,161283.03,1,1,0,74850.93,0
21215,15640,15584545,Knight,635.0,France,Male,33.0,7,0.0,2,1,0,143739.29,0
21216,107656,15769308,Iweobiegbunam,547.0,France,Male,40.0,6,0.0,2,1,0,44390.38,0
21217,32132,15766017,Nnonso,670.0,Spain,Female,28.0,5,102714.65,1,1,0,175082.2,0
21218,4564,15583730,Nnachetam,693.0,France,Male,32.0,4,0.0,2,1,0,141862.61,0
21219,153285,15802869,Chukwuemeka,629.0,Germany,Male,56.0,5,123959.97,1,1,0,173632.92,1
21220,119929,15644280,Iloerika,659.0,Germany,Male,63.0,6,79460.98,1,1,0,182436.81,1
21221,159042,15583595,Zikoranachidimma,706.0,Spain,Female,55.0,2,0.0,1,1,0,45959.86,1
21222,21083,15789158,Nikitina,636.0,France,Male,49.0,2,113599.74,2,1,1,158887.09,0
21223,87380,15719931,Johnstone,580.0,France,Male,36.0,8,0.0,1,0,1,178667.7,0
21224,16532,15612477,Soto,829.0,France,Female,53.0,2,0.0,1,1,1,133020.9,1
21225,74524,15646088,Clements,756.0,Germany,Male,40.0,7,153690.61,1,0,1,130668.37,0
21226,39629,15737571,Ejimofor,667.0,France,Male,35.0,7,75915.75,4,1,0,143835.76,1
21227,123081,15635942,Thomson,576.0,France,Male,33.0,9,0.0,2,1,0,112465.19,0
21228,155504,15723886,Fanucci,681.0,France,Female,40.0,4,0.0,2,1,1,111342.66,0
21229,74159,15724876,Oluchukwu,846.0,France,Female,26.0,0,0.0,2,1,1,198317.23,0
21230,89689,15716609,Ch'iu,668.0,Germany,Female,29.0,7,102282.61,1,0,1,58214.79,1
21231,46926,15715744,Schiavone,710.0,France,Male,39.0,0,0.0,1,0,1,119348.28,0
21232,90818,15766288,Hsiung,516.0,Germany,Male,21.0,9,163700.78,1,1,1,69531.22,0
21233,31635,15571244,Onyemauchechukwu,526.0,France,Male,34.0,7,0.0,2,0,1,152430.19,0
21234,162074,15706232,Chiganu,635.0,Spain,Male,36.0,1,98431.37,1,0,1,137029.15,0
21235,26462,15757867,Onyekachukwu,732.0,France,Male,33.0,5,0.0,2,1,1,91936.1,0
21236,14702,15681550,Azubuike,836.0,Spain,Female,39.0,5,166733.92,2,1,0,14279.44,0
21237,109621,15679991,Nnanna,589.0,Spain,Male,32.0,0,132088.68,2,0,1,152967.07,0
21238,98267,15771222,Oguejiofor,779.0,France,Female,42.0,6,0.0,2,0,0,25951.91,0
21239,78314,15737647,Buchi,696.0,France,Male,39.0,8,0.0,2,1,1,111184.04,0
21240,132686,15711130,Tseng,734.0,France,Male,45.0,2,0.0,1,1,0,99593.28,0
21241,35047,15683817,Y?an,675.0,France,Female,39.0,9,0.0,2,1,0,2746.84,0
21242,32255,15671655,Onyinyechukwuka,731.0,Spain,Male,32.0,3,140691.07,1,1,1,138399.86,0
21243,162670,15688619,Scott,718.0,Spain,Male,45.0,5,105266.32,2,1,0,193724.51,0
21244,19415,15751167,Uspenskaya,709.0,Germany,Male,41.0,8,119496.25,2,1,0,70784.38,0
21245,122699,15607278,Ugochukwu,622.0,France,Female,29.0,9,0.0,1,0,0,151924.9,1
21246,152366,15777639,Onyemere,634.0,France,Male,36.0,5,0.0,2,1,1,110498.1,0
21247,111921,15806926,Uspenskaya,676.0,France,Male,36.0,3,0.0,2,1,0,84760.32,0
21248,26452,15617401,Nwankwo,589.0,France,Male,36.0,8,0.0,2,1,0,140763.18,0
21249,156965,15576824,Scott,712.0,France,Male,38.0,1,141069.45,1,1,1,129964.55,0
21250,149327,15776051,Fyodorov,744.0,Spain,Female,38.0,10,0.0,2,1,1,86460.28,0
21251,132000,15610755,Nwabugwu,644.0,France,Male,39.0,1,0.0,2,1,1,103379.31,0
21252,41028,15806915,H?,674.0,France,Male,27.0,6,0.0,2,0,1,138880.24,0
21253,125863,15630195,Johnstone,769.0,France,Male,29.0,5,0.0,2,1,1,49815.62,0
21254,12361,15748995,Ifeajuna,691.0,Spain,Male,22.0,8,0.0,1,0,1,10963.04,0
21255,162233,15653547,Madukwe,616.0,Spain,Female,57.0,7,131317.48,1,1,1,12099.67,0
21256,112785,15769974,Ts'ui,692.0,France,Male,35.0,7,0.0,1,1,0,102930.46,0
21257,77701,15585599,Folliero,705.0,France,Male,33.0,4,0.0,2,1,1,166791.83,0
21258,34109,15738497,Lo,595.0,France,Male,58.0,7,0.0,1,1,1,45909.63,0
21259,12356,15647830,Pagnotto,730.0,France,Male,61.0,6,107467.39,1,1,1,109493.62,0
21260,1474,15631927,T'ao,634.0,France,Male,35.0,7,136291.71,1,1,0,54113.38,0
21261,114605,15807481,Peng,577.0,Spain,Male,36.0,8,0.0,2,1,1,158750.53,0
21262,106527,15589410,Hsueh,548.0,Germany,Male,34.0,1,143634.01,1,0,1,44732.57,0
21263,164658,15658946,Ting,772.0,Spain,Female,38.0,7,120599.38,2,0,1,72990.62,0
21264,43676,15584899,Lucchesi,517.0,France,Female,35.0,4,0.0,2,0,1,13066.3,0
21265,135109,15598044,Lo,588.0,Spain,Male,46.0,2,0.0,2,1,1,89566.64,0
21266,61234,15642787,White,684.0,France,Male,34.0,6,0.0,2,0,0,4595.05,0
21267,93622,15794890,Yobanna,637.0,France,Male,43.0,1,0.0,2,1,0,18093.71,0
21268,26558,15702030,Maclean,628.0,France,Female,28.0,9,0.0,2,1,0,86743.94,0
21269,117875,15736905,Martin,850.0,France,Female,40.0,7,0.0,2,1,0,60904.12,1
21270,43463,15581528,Ch'ang,683.0,Germany,Female,51.0,6,107739.76,1,1,0,145537.43,1
21271,132996,15809847,Tan,758.0,Spain,Male,26.0,0,0.0,1,0,0,29388.02,0
21272,2997,15662758,Nnaife,678.0,Germany,Female,49.0,8,124043.8,1,1,1,119059.13,1
21273,163598,15688849,Martin,809.0,France,Female,48.0,1,108019.27,1,1,1,184514.01,0
21274,39353,15736397,Ch'iu,763.0,France,Female,34.0,9,132944.53,1,1,0,62700.08,0
21275,100345,15568162,Sung,654.0,France,Female,41.0,7,0.0,2,1,1,29818.2,0
21276,97712,15604345,Manna,713.0,Spain,Male,35.0,9,0.0,2,1,1,80618.47,0
21277,32584,15594786,Kao,627.0,France,Female,54.0,3,0.0,1,1,0,74850.67,1
21278,48853,15729040,Lamb,778.0,France,Female,31.0,5,0.0,1,1,0,49826.68,0
21279,123491,15671209,Lo Duca,719.0,France,Female,32.0,6,0.0,2,1,1,142400.27,0
21280,71386,15643826,Buchi,613.0,Spain,Female,30.0,7,0.0,2,1,0,133883.38,0
21281,94727,15697948,Hao,642.0,Germany,Female,44.0,4,76510.52,3,1,1,134638.97,1
21282,14906,15697035,Ts'ui,613.0,France,Male,38.0,8,0.0,1,1,1,135096.42,0
21283,17504,15806447,Mazzanti,597.0,France,Male,57.0,2,0.0,2,0,1,137916.49,0
21284,149275,15773934,Hsiung,596.0,France,Female,38.0,8,0.0,1,1,1,127528.86,0
21285,52010,15633870,Ozioma,850.0,France,Female,40.0,6,0.0,2,1,1,100750.03,0
21286,58612,15686437,Sholes,599.0,France,Male,33.0,3,0.0,2,1,0,162880.05,0
21287,54058,15806467,Hsia,554.0,Spain,Male,38.0,2,0.0,2,0,1,180598.66,0
21288,20957,15679770,Chuang,644.0,France,Male,33.0,8,126439.99,1,1,1,71420.16,0
21289,51111,15609356,Chimaraoke,528.0,France,Male,32.0,1,0.0,2,1,0,87803.32,0
21290,33458,15659100,Lane,609.0,France,Male,32.0,9,128152.82,1,1,1,147822.81,0
21291,31916,15763625,Chukwujamuike,667.0,France,Female,41.0,2,127847.86,1,1,1,139953.94,0
21292,24555,15736043,Mancini,694.0,France,Female,46.0,4,0.0,1,1,0,5983.7,1
21293,68934,15752956,Stanley,629.0,France,Female,29.0,6,0.0,2,1,1,88842.8,0
21294,19652,15801152,Hurst,654.0,France,Male,27.0,4,0.0,2,1,0,151316.37,0
21295,37920,15793881,Tuan,538.0,Spain,Male,47.0,7,102050.47,1,0,0,125962.02,0
21296,19126,15752300,Pye,598.0,France,Male,47.0,2,0.0,2,1,1,171099.71,0
21297,24498,15690925,Ewen,739.0,Spain,Male,42.0,8,0.0,2,1,0,158976.85,0
21298,138576,15711352,Endrizzi,841.0,France,Female,31.0,4,162701.65,2,1,1,126794.56,0
21299,74,15646563,Y?,652.0,France,Male,40.0,0,0.0,2,0,0,145593.85,0
21300,54604,15715951,Fanucci,725.0,France,Female,32.0,6,119540.47,2,1,1,62700.96,0
21301,49874,15751132,Onyekachukwu,641.0,France,Male,36.0,0,0.0,2,1,0,74854.36,0
21302,64135,15682528,Power,603.0,France,Male,34.0,1,0.0,2,1,1,55893.37,0
21303,69194,15746704,Jibunoh,672.0,Spain,Male,30.0,9,0.0,2,1,1,106642.97,0
21304,72289,15738662,Ch'ang,642.0,Germany,Male,30.0,9,123040.38,1,1,0,5066.76,0
21305,17612,15797930,Dyer,565.0,Spain,Male,44.0,2,0.0,2,1,0,197226.32,0
21306,126702,15674880,Nnamutaezinwa,717.0,Spain,Female,34.0,5,0.0,2,1,0,113557.9,0
21307,91213,15593959,Owens,619.0,France,Female,30.0,4,0.0,1,0,1,150548.5,0
21308,22770,15699450,Maclean,693.0,Germany,Female,34.0,3,141806.94,2,0,0,151924.6,0
21309,94709,15640059,Chiedozie,599.0,Germany,Female,48.0,7,161818.43,1,1,1,73073.38,1
21310,44017,15610557,McCarthy,683.0,Spain,Female,35.0,1,79858.13,2,1,1,127977.66,0
21311,92447,15736302,Chiu,754.0,Germany,Female,48.0,1,122354.42,2,1,0,119377.31,1
21312,153468,15603565,Onyekachi,707.0,France,Female,36.0,7,0.0,2,1,1,170819.35,0
21313,43349,15665531,T'ao,599.0,France,Female,39.0,2,154845.58,1,1,1,93839.8,0
21314,21273,15770984,Fanucci,697.0,Spain,Female,40.0,3,130334.35,2,0,1,116951.1,0
21315,114470,15778089,Nnaife,705.0,France,Male,36.0,2,0.0,2,1,1,163427.18,0
21316,61326,15626040,McDonald,793.0,Spain,Male,63.0,0,0.0,2,1,0,27166.75,1
21317,76418,15776518,Pugh,579.0,France,Female,38.0,5,0.0,2,1,1,193130.55,0
21318,100675,15674594,Shao,753.0,France,Male,31.0,5,0.0,2,1,1,91829.76,0
21319,15744,15641359,Hsing,826.0,France,Male,37.0,8,0.0,2,1,1,119644.29,0
21320,19074,15739357,Wang,678.0,France,Female,38.0,8,0.0,2,1,0,38410.77,0
21321,134671,15736327,Tien,567.0,Germany,Female,46.0,2,68238.51,2,1,0,109572.58,0
21322,152133,15615832,Johnstone,606.0,France,Male,36.0,9,108632.48,2,1,0,90877.76,0
21323,2585,15585490,Nkemdilim,684.0,France,Female,28.0,4,0.0,1,0,1,65166.6,0
21324,62587,15730359,Ch'ang,652.0,France,Female,26.0,2,100683.57,1,1,1,61830.51,0
21325,93023,15573077,Tuan,735.0,Germany,Female,42.0,3,133899.21,3,1,0,159938.75,1
21326,117949,15732943,Okwuoma,661.0,France,Male,33.0,4,158713.08,1,1,1,151677.31,0
21327,21084,15654574,Nwabugwu,520.0,Germany,Female,48.0,8,103099.17,1,1,1,175657.55,1
21328,65916,15667942,Goliwe,749.0,France,Male,53.0,9,0.0,2,1,1,149922.38,0
21329,63062,15733444,White,526.0,France,Female,37.0,2,121063.89,1,1,0,117038.51,1
21330,121715,15703378,Ch'iu,679.0,Germany,Female,35.0,1,109876.6,2,1,0,129964.4,0
21331,42551,15612109,P'an,609.0,Germany,Male,44.0,2,131659.52,1,0,0,11819.84,1
21332,97671,15725882,Li Fonti,682.0,France,Female,55.0,1,68432.45,1,0,0,71862.79,1
21333,10867,15749130,Genovese,589.0,France,Male,40.0,2,0.0,2,1,1,164083.99,0
21334,11466,15753213,Lees,635.0,France,Female,37.0,6,0.0,2,1,0,193021.49,0
21335,70235,15778025,Nnonso,571.0,Spain,Male,41.0,4,0.0,1,0,0,181224.96,0
21336,118401,15732951,Brown,850.0,France,Female,37.0,6,0.0,2,1,0,121151.13,0
21337,164839,15611171,Fowler,740.0,France,Female,33.0,5,129574.98,1,1,1,123300.38,0
21338,134166,15795537,Fiorentino,707.0,Spain,Male,32.0,6,0.0,2,1,1,74870.56,0
21339,154270,15720557,Okwukwe,678.0,Spain,Female,29.0,6,137791.18,3,1,0,166039.2,1
21340,8578,15641359,Nwokeocha,587.0,Spain,Female,47.0,5,0.0,1,0,0,173776.5,1
21341,67417,15592378,Hsia,652.0,France,Male,26.0,3,0.0,1,0,1,103499.11,0
21342,18054,15586976,Ulyanova,627.0,Germany,Female,37.0,1,61592.14,2,1,0,61796.64,1
21343,98791,15697574,Frolov,585.0,France,Male,24.0,4,0.0,2,1,1,75732.25,0
21344,134761,15607312,L?,726.0,France,Male,46.0,8,106397.75,1,0,1,109794.31,0
21345,17250,15774536,He,559.0,France,Female,42.0,4,0.0,1,1,0,142680.64,1
21346,86908,15659100,Bogle,731.0,Germany,Female,53.0,6,107417.13,1,0,0,183868.21,0
21347,66671,15687903,Aitken,613.0,Germany,Male,30.0,9,102741.15,1,0,1,146851.76,0
21348,160296,15794916,Iadanza,521.0,Germany,Male,49.0,8,105473.74,1,1,0,93717.23,1
21349,63938,15574778,Onyinyechukwuka,692.0,France,Male,28.0,7,0.0,2,1,1,134778.01,0
21350,68527,15605059,Metcalfe,753.0,France,Female,22.0,8,158621.04,1,1,0,120892.96,0
21351,67563,15598086,Chia,585.0,Germany,Female,55.0,9,105420.08,4,1,0,66963.15,1
21352,59988,15782659,Mamelu,527.0,France,Male,43.0,9,0.0,1,1,0,109523.88,1
21353,40600,15632669,Rees,725.0,Spain,Female,32.0,4,0.0,1,1,1,113666.48,0
21354,154886,15640034,Tsai,753.0,Spain,Male,39.0,2,0.0,2,1,1,130483.56,0
21355,88305,15581550,Fomin,718.0,Spain,Female,40.0,3,0.0,2,1,0,105760.94,0
21356,163790,15811742,T'an,731.0,France,Female,34.0,3,0.0,2,1,1,142331.85,0
21357,90106,15611371,Nkemdilim,599.0,France,Male,36.0,3,121409.12,1,1,0,187900.12,0
21358,115371,15604295,Chiang,616.0,Germany,Female,45.0,2,109341.87,1,0,1,50368.87,1
21359,87127,15681327,Hurst,631.0,France,Male,35.0,9,0.0,1,1,0,13921.82,0
21360,86021,15705515,Lazarev,652.0,France,Male,40.0,5,138241.9,2,1,0,159418.1,0
21361,130533,15757568,Uspensky,636.0,Spain,Male,36.0,3,0.0,2,0,1,29388.94,0
21362,138480,15729359,Chuang,655.0,Germany,Female,41.0,3,137948.19,1,0,0,198490.08,1
21363,146171,15793311,Lucchese,663.0,France,Male,43.0,4,0.0,2,1,1,175399.14,0
21364,137271,15722083,Ch'ang,654.0,Spain,Male,39.0,2,0.0,2,1,0,42392.24,0
21365,83008,15702577,Hsiung,728.0,Spain,Female,56.0,0,181732.51,1,1,0,51389.15,1
21366,134387,15706223,T'ien,724.0,France,Male,38.0,9,0.0,2,0,1,78416.14,0
21367,3830,15794849,Shih,637.0,Spain,Male,35.0,9,0.0,2,1,0,90876.93,0
21368,107501,15769005,Toscani,598.0,France,Female,36.0,1,0.0,1,1,1,75574.48,0
21369,96348,15632264,Pinto,667.0,Spain,Female,34.0,6,0.0,2,0,1,57876.05,0
21370,140803,15647842,Genovese,628.0,France,Male,33.0,2,105890.57,1,1,0,173632.92,0
21371,48231,15601012,Maclean,711.0,Spain,Male,38.0,9,0.0,2,1,0,175910.95,0
21372,135141,15728605,Pinto,695.0,France,Female,30.0,9,0.0,2,1,1,129949.64,0
21373,34752,15752467,Johnson,813.0,Spain,Male,34.0,3,0.0,2,0,1,77047.78,0
21374,124364,15688059,Yobanna,565.0,France,Male,37.0,2,117412.19,1,1,0,57921.25,0
21375,104784,15643679,Golubev,612.0,France,Female,31.0,8,117989.76,1,1,1,54129.86,0
21376,28579,15632069,Kazantsev,778.0,Spain,Female,39.0,8,125211.55,2,0,0,144496.07,0
21377,70088,15655252,Chimezie,601.0,Spain,Male,29.0,8,116872.58,1,1,0,103932.73,0
21378,53861,15795527,Kambinachi,697.0,France,Male,39.0,8,0.0,2,0,0,91086.74,0
21379,102607,15775104,Hsieh,598.0,France,Male,54.0,9,0.0,2,1,1,63921.35,0
21380,163633,15764409,Young,553.0,France,Female,32.0,6,0.0,2,1,0,52876.22,0
21381,144290,15788448,T'ien,662.0,France,Female,39.0,2,0.0,2,0,0,104889.3,0
21382,11393,15744531,Pethard,474.0,France,Male,33.0,4,82275.81,1,0,1,88874.47,0
21383,9410,15786594,Iadanza,726.0,Spain,Male,37.0,10,113905.68,1,1,1,47778.52,0
21384,115833,15716276,MacDonald,655.0,France,Female,27.0,2,131691.33,1,1,0,49480.66,0
21385,96836,15650454,Tran,689.0,France,Female,38.0,4,0.0,1,1,1,122449.18,1
21386,36952,15803888,Tsao,835.0,France,Female,41.0,3,97565.74,1,1,1,166677.54,0
21387,104994,15707962,King,765.0,Germany,Female,37.0,7,148913.72,1,1,0,53817.23,0
21388,77436,15572758,Rubeo,730.0,Spain,Male,33.0,5,0.0,1,1,1,132498.24,0
21389,137483,15633870,K'ung,658.0,France,Female,44.0,4,0.0,2,0,0,167066.95,0
21390,55185,15581893,Gannon,667.0,France,Female,44.0,7,0.0,1,0,0,165038.41,0
21391,6533,15792250,Nnabuife,616.0,Germany,Female,45.0,4,122793.96,2,1,0,62002.04,1
21392,159544,15778861,Milani,611.0,France,Male,44.0,2,0.0,2,1,0,101089.76,0
21393,31265,15586959,Mitchell,667.0,Germany,Male,36.0,8,139753.35,2,1,0,79871.16,0
21394,154675,15807909,Hsia,850.0,France,Male,37.0,9,0.0,2,1,0,106827.88,0
21395,154671,15793324,DeRose,706.0,France,Female,42.0,0,146492.43,1,0,1,63732.73,0
21396,58306,15636330,Kao,607.0,France,Female,62.0,10,0.0,1,1,1,141083.5,0
21397,74932,15591717,Ts'ui,751.0,Germany,Male,38.0,2,107960.46,2,1,1,49374.82,0
21398,144519,15622993,Pagnotto,731.0,France,Female,29.0,1,0.0,2,1,0,133086.36,0
21399,7486,15583548,Teng,651.0,France,Male,41.0,3,0.0,2,1,0,157071.18,0
21400,61574,15596972,Brownlow,534.0,France,Male,38.0,3,0.0,2,1,0,143938.27,0
21401,51302,15668270,Murphy,524.0,Spain,Male,44.0,3,139432.37,2,1,0,153810.41,1
21402,102697,15793854,Li Fonti,706.0,France,Male,26.0,7,0.0,2,1,1,130234.63,0
21403,69203,15793049,Aitken,567.0,Germany,Male,37.0,1,138076.47,1,1,1,182627.25,0
21404,136280,15705885,Jen,817.0,Germany,Male,40.0,8,89558.39,1,1,1,88550.28,1
21405,74101,15649526,Hs?,721.0,France,Male,32.0,8,160982.74,1,1,1,57848.41,0
21406,162210,15635893,Toscani,598.0,Spain,Female,36.0,7,0.0,2,0,1,83629.4,0
21407,143843,15778947,Hsueh,619.0,France,Male,47.0,3,103821.47,1,1,0,184570.04,1
21408,134707,15668560,Chienezie,493.0,Spain,Female,56.0,2,0.0,2,1,1,159892.24,0
21409,100734,15796498,Chukwufumnanya,679.0,France,Male,36.0,8,116993.43,1,1,0,70774.97,0
21410,105991,15762883,Pirozzi,705.0,France,Male,26.0,6,0.0,2,1,1,157974.81,0
21411,74699,15660878,T'ien,696.0,France,Male,92.0,9,0.0,1,0,1,163563.07,1
21412,60062,15672216,Uspensky,684.0,France,Male,28.0,6,0.0,2,0,1,95562.81,0
21413,101457,15681671,Cremonesi,696.0,France,Male,64.0,5,0.0,2,0,1,129964.94,0
21414,120184,15641358,Tuan,687.0,Spain,Female,50.0,0,0.0,1,0,0,26900.29,1
21415,72202,15622585,Fang,646.0,France,Female,45.0,5,94968.97,1,1,0,62768.8,1
21416,1969,15791321,Udegbunam,632.0,Spain,Male,29.0,2,0.0,2,1,1,150227.85,0
21417,127209,15805463,Shipp,682.0,Germany,Male,32.0,9,105163.88,2,1,1,164170.46,0
21418,74579,15669783,Hs?eh,701.0,Germany,Female,47.0,0,129378.32,1,1,1,70400.86,1
21419,40713,15804862,Watson,639.0,Germany,Female,44.0,7,136674.67,2,1,0,163598.87,1
21420,75527,15764170,Hs?,793.0,Germany,Female,43.0,8,118627.16,1,1,0,96670.2,1
21421,81349,15656840,Tsai,546.0,Spain,Female,48.0,1,122328.36,1,0,1,148775.54,1
21422,43328,15588537,Ugochukwutubelum,627.0,France,Male,31.0,4,0.0,2,0,0,180962.32,0
21423,26540,15631240,Han,645.0,France,Female,37.0,2,0.0,2,0,1,92809.73,0
